man	wear	hat
telephone	have	banana
group	drive	tree
man	enjoy	nap
man	wear	hat
dog	watch	television
dog	watch	tv
woman	take	selfie
cat	catch	bird
cat	devour	bird
woman	take	photo
custom	make	motorcycles
cat	take	pose
toddler	celebrate	birthday
woman	hold	camera
bowl	have	oranges
giraffe	check	other
truck	have	dog
bathroom	have	sink
that	have	garbage
photo	eith	lock
group	ride	street
who	share	bathroom
child	hold	spoon
women	wash	motorcycles
bathroom	feature	sink
girls	wash	motorcycle
cream	theme	bathroom
some	cabinet	washer
bathroom	have	walls
train	have	door
kitchen	have	chest
man	eat	banana
spectators	enjoy	show
man	eat	banana
man	take	bite
we	see	horse
people	ride	motorcycle
closeup	have	fork
man	herd	goats
officer	lay	trap
room	have	tables
people	ride	motorcycle
tram	make	way
plane	leave	tail
airplane	leave	contrail
bathroom	have	look
people	cross	street
chamber	contain	devices
bathroom	contain	toilet
lot	feature	trees
exhibit	feature	planes
bathroom	have	mirror
cat	meander	walkway
photos	show	girls
who	set	camp
that	have	rack
bus	have	seats
man	take	picture
bus	have	seats
person	hold	spatula
woman	carry	bunch
tv	adorn	mirror
apartment	have	belongings
cat	drink	water
that	have	wheels
people	make	turns
tiger	stripe	cat
man	take	picture
bathroom	have	trim
that	cook	food
that	paint	color
airplane	make	way
clock	read	11:44
tower	feature	clock
bathroom	have	sink
bathroom	have	pattern
jets	fly	water
man	ride	motorcycle
woman	brush	teeth
man	ride	motorcycle
men	ride	motorcycles
helmet	ride	motorcycle
woman	brush	teeth
woman	brush	teeth
man	blow	candles
skateboarders	roll	slope
man	hold	banana
woman	pull	luggage
plane	leave	trail
floor	have	pattern
room	have	tint
woman	show	slice
bathroom	contain	sink
dog	use	mouth
man	hold	frisbee
buildings	cover	area
person	rest	head
collage	show	car
that	cook	food
pedestrian	cross	street
that	have	monitors
man	prepare	food
church	glass	window
bicyclist	perform	wheelie
bathroom	have	toilet
man	smile	sitting
man	balance	bicycle
that	have	trees
person	cross	street
that	have	trees
man	tie	food
bathroom	have	curtain
contestant	catch	sheep
motorcycles	line	street
woman	put	shopping
someone	drive	cart
person	drive	motorcycle
area	feature	shelving
woman	check	motorcycle
boy	cut	cake
man	race	horse
who	wear	suits
who	ride	motorcycle
area	feature	window
person	ride	motorcycle
bathroom	have	walls
vendor	sell	food
person	ride	motorcycle
couple	prepare	food
woman	leave	building
woman	sell	fruit
that	have	tomatoes
room	feature	cabinets
person	cook	eggs
bathroom	have	walls
woman	wear	wetsuit
island	have	sink
that	have	lunch
woman	make	eggs
lady	prepare	pancakes
cleaners	take	rest
dog	wear	helmet
dog	cut	piece
man	slice	meat
bus	make	turn
bus	make	way
kitchen	have	cabinets
owner	cut	meat
person	spray	inside
man	ride	motorcycle
bathroom	have	pattern
man	spray	toilet
bathroom	show	sink
bathroom	sing	counter
look	herd	sheep
dog	stick	head
man	have	look
someone	demonstrate	works
that	have	tv
mirror	show	dog
kitchen	have	refrigerator
which	include	bidet
which	overlook	water
bathroom	have	seat
wow	pare	some
woman	take	photo
women	take	picture
man	hold	bunch
toilet	paint	red
light	have	faces
motorcycle	chip	doors
that	hit	pole
area	feature	refrigerator
bathroom	have	sinks
kitchen	have	lot
mug	show	skull
streetlights	light	night
people	take	look
girl	eat	banana
group	ride	motocycles
clock	keep	time
monitor	have	picture
it	use	cleaning
clock	have	face
mouse	cord	wires
woman	teach	class
kitchen	have	table
kitchen	have	chandelier
that	ride	motorcycle
people	purchase	tickets
people	serve	food
people	have	plate
nman	pick	food
that	have	floor
that	carpet	floors
toaster	have	eyes
kitchen	have	refrigerator
group	paddle	boat
person	stand	steering
airplane	do	tricks
airplane	let	smoke
biplane	leave	trail
bathroom	have	seat
utensils	line	sink
kid	jump	hill
kitchen	have	cabinets
that	have	pieces
person	flush	toilet
hand	flush	toilet
station	have	television
that	have	seat
bunch	make	way
kitchen	have	range
hundreds	clog	traffic
people	take	pictures
that	face	television
someone	put	collection
person	dress	it
someone	open	hood
man	ride	skateboard
man	wear	kilt
that	wear	coat
men	do	work
people	cut	cake
man	hold	bunch
bathroom	flush	toilet
that	have	shells
cell	have	toilet
bathroom	have	sinks
bathroom	have	sinks
man	hold	bunch
that	break	wood
pedestrians	cross	street
woman	make	contact
bathroom	have	sink
giraffes	have	log
men	ride	big
man	ride	bike
cop	ride	motorcycle
chefs	prepare	meals
dog	have	nose
that	have	table
person	ride	bike
that	have	bathtub
policeman	lead	way
someone	mount	umbrella
giraffe	peer	heads
people	reach	hands
person	fly	biplane
officer	ride	motorcycle
girl	take	selfie
bathroom	paint	blue
bathroom	take	selfie
woman	brush	teeth
bathroom	have	tiles
shepard	herd	flock
that	say	500
who	hold	whisk
kitchen	have	floor
bathroom	have	sink
that	have	televisions
television	show	movie
man	brush	teeth
statue	hold	orb
people	ride	bikes
people	drive	motorcycles
that	clean	products
that	have	fridge
kitchen	have	pineapples
bathroom	stand	shower
bike	do	tricks
bathroom	show	toilet
people	negotiate	streets
that	have	wall
that	ride	bikes
oerson	raid	fridge
that	have	television
that	have	rice
man	take	selfie
cat	drink	water
kitchen	have	appliances
that	have	stove
man	take	picture
woman	have	knife
man	take	photo
dog	eat	food
bathroom	have	toilet
kitchen	have	cabinetry
boy	ride	carts
beach	have	area
that	have	refrigerator
person	take	picture
bus	lose	wheel
burner	stove	door
person	take	picture
that	have	tags
puppy	pull	line
bathtub	take	wall
that	have	bunch
plane	soar	hundreds
ad	show	kitchen
man	stand	guitar
puppy	pull	paper
group	hold	animals
plane	take	runway
advertisement	show	kitchen
cook	make	something
who	cut	something
that	have	day
giraffes	enjoy	walk
that	have	frame
person	drive	motorcycle
people	ride	motorcycles
that	have	oranges
woman	prepare	bread
group	ride	motorcycles
man	take	picture
table	have	bowl
kitchen	have	appliances
line	ride	bicycles
bathroom	have	army
bathroom	feature	toilet
that	have	bowl
kitchen	have	stove
bathroom	have	sink
bathroom	have	all
mirror	enhance	bathroom
that	have	window
that	have	cookware
building	have	computers
person	show	bowls
chef	display	bowl
woman	hold	child
that	include	variety
rider	take	break
woman	hold	child
photo	show	toilet
cat	sit	inside
that	have	landed
bicycles	park	other
kitchen	have	tools
jet	take	passengers
airplane	stand	motionless
pillars	give	feel
person	fill	jars
that	have	television
restaurant	have	clock
girl	check	phone
woman	ride	bike
person	can	oranges
man	hold	controller
that	have	bowl
person	use	keyboard
man	wear	hat
photo	depict	woman
housewife	hold	platter
bunch	cross	intersection
man	perform	trick
he	perform	trick
athletes	perform	tricks
bathroom	have	walls
man	fall	skateboard
urinals	have	signs
that	have	stairs
woman	place	turkey
bathroom	have	mirror
photographs	show	sign
men	herd	pack
man	ride	motorcycle
that	have	wall
that	have	counters
boy	wear	helmet
man	ride	motorcycle
that	advertise	restaurant
that	pet	cat
woman	ride	bicycle
building	have	tower
group	pass	buildings
they	pet	it
people	ride	motorcycles
photo	depict	courtroom
that	separate	harbor
trees	banana	dirt
woman	take	selfie
people	ride	bikes
pair	drive	highway
area	feature	wall
man	stick	tongue
mirror	have	candles
lot	cause	jam
set	display	game
man	ride	motorcycle
woman	walk	bike
books	shelve	television
cat	have	paws
that	have	mirror
vanity	feature	motif
men	ride	horses
couple	ride	horses
officer	ride	motorcycle
bathroom	have	walls
bathroom	have	sink
people	watch	man
that	have	products
that	put	fire
door	have	panels
picture	show	interior
couple	show	motorcycle
room	have	counters
kitchen	feature	island
pictures	feature	bananas
kitchen	have	island
bathroom	have	shower
bathroom	have	rack
person	ride	dirtbike
person	ride	bike
dog	have	head
giraffes	take	turns
man	wear	gloves
kitchen	have	stove
that	have	pot
it	have	appliances
man	drive	motorcycle
airline	taxi	runway
characters	give	presentation
desk	hold	lunch
man	read	story
man	wear	costume
room	multicolore	floor
toilet	have	lid
who	bike	street
one	ride	bike
wall	mount	urinals
bathroom	have	shower
that	have	soup
that	have	dog
bathroom	have	appliances
bird	eat	bread
party	eat	pizza
dog	pull	woman
woman	dip	food
that	have	toilet
woman	ride	bike
woman	ride	bike
that	bike	road
grey	stripe	cat
man	pick	piece
bus	have	books
motorcycles	park	trees
cat	watch	cars
that	have	bunch
door	reveal	toilet
girls	smoke	cigarettes
that	have	extinguisher
woman	brush	teeth
that	feature	wall
man	hold	object
bowl	contain	tangerines
bathroom	have	sinks
bathroom	have	tub
man	park	motorcycle
people	wear	helmets
someone	park	bicycle
that	have	decor
crosswalk	have	fire
fire	have	hose
it	approach	platform
crew	repair	light
smoke	obscure	mural
that	have	text
bus	drive	street
kids	feed	giraffe
giraffe	hang	neck
man	read	book
giraffes	roam	paddock
giraffe	extend	tongue
herd	cover	piece
boy	hold	leaf
scene	feature	car
train	round	tracks
that	head	tracks
woman	sit	nest
signs	show	intersection
detector	display	speed
cars	buy	sign
people	browse	shops
train	head	tracks
engine	pull	cars
giraffe	eat	leaves
that	read	k.
drives	pass	station
dog	sniff	base
giraffes	eat	branch
zebras	eat	piece
chicken	cover	landscape
sign	show	directions
giraffes	share	branch
train	stretch	track
man	carry	sheep
building	have	signs
signs	point	directions
man	carry	sign
goose	eat	grass
sheep	carry	hill
benches	face	other
swan	have	grasses
buses	have	tower
view	overlook	ocean
yard	have	fence
train	give	illusion
bench	cover	serenity
ducks	follow	mother
giraffe	keep	eye
intersection	have	building
man	have	bottle
man	put	bottle
people	walk	truck
man	drink	water
that	show	graffiti
sign	mark	intersection
image	show	signs
people	leave	station
picture	face	eyes
man	walk	bike
giraffes	make	contact
man	push	bike
one	feed	leaves
man	offer	leaves
men	share	meal
group	feed	giraffes
sign	give	streets
sheep	have	look
giraffes	stick	heads
giraffe	lean	neck
that	have	face
birds	get	drink
that	house	pieces
bus	make	splash
car	pass	it
sign	say	bronx
that	have	light
that	say	drive
that	read	dr
groups	admire	plane
that	say	avenue
train	pull	guard
cat	attack	weeds
group	cross	street
giraffe	point	head
giraffe	stretch	next
sign	say	drive
statue	hold	newspaper
giraffe	raise	head
train	round	corner
giraffes	wander	park
bus	drive	street
giraffe	enjoy	treat
man	kiss	woman
man	kiss	top
man	kiss	girl
man	kiss	woman
girl	take	picture
man	ride	horse
woman	take	photo
hat	ride	horse
statue	read	newspaper
sign	point	way
some	tree	people
train	enter	stop
street	show	buildings
that	let	smoke
train	have	oval
that	read	parking
man	enjoy	afternoon
giraffe	have	horns
that	read	village
that	read	othello
bus	read	bus
sheep	stand	grass
boy	take	picture
giraffes	poke	heads
window	blur	image
bus	make	way
zebra	eat	hay
signal	show	lights
light	show	yellow
noel	have	sign
i	love	tottenham
green	light	bright
fire	have	posts
lights	glow	green
train	read	bnsf
giraffe	suck	bottle
sign	mean	profanity
city	have	buildings
that	go	tracks
kids	pet	sheep
boy	have	hand
photo	check	people
car	have	letters
clock	make	statue
sign	give	face
street	give	directions
that	have	sign
building	have	lamp
people	cross	street
couple	cross	street
statue	have	clock
pedestrians	cross	street
bus	pick	riders
red	enter	sign
a	enter	sign
that	read	sparta
cops	ride	horses
man	feed	birds
woman	take	snooze
giraffes	eat	shrubbery
giraffes	eat	leaves
subway	stop	entrance
giraffes	love	leaves
that	have	stars
giraffes	set	grass
flag	paint	fire
vehicle	cross	intersection
passersby	ignore	sign
child	place	hands
people	cross	street
that	have	number
child	pet	sheep
that	say	peddling
horses	eat	hay
man	use	computer
adult	face	direction
dog	wear	cap
engine	approach	switch
engine	haul	cars
sparrows	sit	table
giraffe	stick	nose
child	drink	bottle
street	have	sign
house	line	road
signs	give	names
trains	pass	other
giraffes	spend	time
sign	have	sign
signs	cast	shadows
building	have	graffiti
giraffe	lower	head
sign	advertise	locations
it	have	advertisement
trucks	pass	building
street	run	direction
people	cross	sign
birds	pick	berries
who	buy	groceries
man	wear	sunglasses
bird	eat	berries
bird	eat	berry
woman	hold	baby
herd	cover	banks
it	travel	tracks
bird	have	beak
that	pass	bridge
snow	cover	fire
giraffe	splay	legs
cars	pass	trees
sherds	move	road
sheep	follow	other
bird	put	beak
train	go	track
guy	pass	bus
man	walk	sidewalk
locomotive	haul	freight
women	debark	bus
that	have	signs
picture	have	bat
lady	wear	hat
woman	hold	cellphone
people	board	bus
that	contain	boats
people	have	conversation
giraffe	eat	leaves
that	say	whoa
couple	ride	horses
that	eat	some
giraffe	eat	leaves
bus	drive	street
cat	wear	hat
sheep	eat	grass
cat	wear	cap
cat	wear	hat
man	sun	himself
that	approach	pickup
that	let	passengers
sign	have	sign
giraffe	make	face
train	make	way
that	paint	colors
giraffe	make	face
hydrants	have	looks
that	have	rainbow
group	crowd	streets
train	make	way
train	ride	tracks
cars	crowd	street
people	cross	street
lens	show	corner
people	cross	street
sign	have	graffiti
sign	have	graffiti
structure	ride	way
that	have	piles
people	cross	crosswalk
that	have	lane
engine	pull	car
that	have	amount
hydrant	have	lot
that	say	roja
flock	cross	field
picture	show	side
that	have	water
train	go	track
train	pull	number
bus	drive	street
that	have	lights
bus	turn	corner
that	have	sign
who	push	bus
bird	sit	branch
bench	overlook	pool
train	drive	tracks
that	hold	frog
that	have	graffiti
bird	eat	frog
bird	clean	itself
train	have	paint
bus	drive	street
sheep	inspect	pile
bus	make	way
man	hold	sign
person	choose	seat
couple	pull	cart
people	board	it
man	hold	sign
cloud	overshadow	houses
donkey	pull	cart
train	move	tracks
sign	have	graffiti
bench	have	grass
man	wear	suit
number	enjoy	themselves
train	pass	bridge
stop	sign	bushes
giraffe	eat	grass
man	hit	balloon
building	shine	windows
man	swinge	bat
train	make	way
player	swinge	bat
that	have	sign
bench	have	hat
train	drive	tracks
hydrant	have	ice
signs	state	directions
goats	get	tie
person	hold	bag
herd	block	road
women	serve	cakes
sign	read	stop
slope	cover	background
elk	have	horns
goats	eat	grass
bird	have	head
girls	pet	goats
children	pet	animals
girls	pet	goats
girls	pet	goat
train	come	tracks
sign	read	bacchanalia
that	indicate	six
men	line	runway
woman	watch	train
trains	sit	idle
signs	proclaim	intersection
giraffes	eat	greens
station	have	building
sign	mark	intersection
building	line	street
hydrant	have	writing
that	have	leash
train	come	tracks
that	have	snow
that	have	sign
lone	stop	sign
that	have	lanes
street	have	cars
pedestrians	pass	light
man	take	picture
row	line	street
that	have	containers
intersection	feature	cars
picture	show	top
train	cross	street
rain	cover	terrain
bird	have	head
station	have	lights
that	read	animals
that	have	graffiti
bench	have	symbol
woman	hold	baby
eatery	have	area
train	ride	tracks
bus	pick	load
train	go	tracks
car	drive	lot
sign	stencil	paint
that	display	meaning
that	have	people
that	have	colors
cat	have	on
cat	wear	hat
cat	wear	hat
which	portray	hydrants
that	say	parking
bus	drive	street
man	hold	dog
train	make	way
group	spectate	cluster
bus	have	part
that	have	signs
people	watch	sheep
bus	drive	road
that	have	picture
signs	give	directions
green	line	roadway
dog	herd	sheep
that	have	signs
giraffes	stand	one
man	hold	bag
that	give	directions
train	enter	station
people	board	bus
people	stand	bags
that	say	city
trees	mark	side
who	ride	horse
that	flash	lights
that	have	sheep
that	fly	sand
oman	move	path
that	have	bananas
group	roam	enclosure
group	ride	horses
people	ride	horses
train	come	tracks
gentleman	wave	flag
woman	steer	boat
that	have	couple
girl	show	bear
pole	have	signs
man	ride	horse
cowboy	ride	horse
couple	feed	sheep
vehicles	show	cars
flock	surround	man
that	read	stops
bus	stop	passengers
people	express	right
children	feed	giraffe
that	have	vehicles
that	warn	goers
that	say	cave
man	have	cats
men	drive	cattle
bright	refurbish	truck
train	come	tracks
woman	walk	dogs
who	use	computer
animal	take	nap
woman	walk	dogs
woman	walk	dogs
man	hold	suitcase
man	carry	suitcase
scene	include	men
men	play	game
girl	take	portrait
woman	take	selfie
elephants	take	drink
who	dye	blue
man	fold	arms
train	cover	tracks
bridge	carry	roadway
woman	hold	umbrella
cows	graze	field
cattle	cross	road
that	serve	dogs
woman	parasol	umbrella
woman	hold	umbrella
that	hold	umbrella
cows	graze	a
cow	have	face
people	carry	umbrellas
man	hold	umbrella
group	carry	umbrellas
boy	dip	hand
guy	pedal	bike
man	ride	horse
people	watch	man
person	move	hay
dogs	take	nap
man	pull	elephant
man	ride	horse
man	drive	taxi
man	catch	frisbee
people	use	rickshaws
street	have	diners
man	feed	elephant
boy	use	keyboard
meter	have	wrap
boy	have	fun
	enjoy	day
guy	sit	table
man	have	foot
man	show	tie
engine	have	checkers
women	hold	umbrellas
group	contain	one
man	push	cart
bottom	show	lots
men	push	carts
man	hold	tie
cow	have	map
goers	set	umbrellas
man	wear	tie
dog	sniff	bat
dog	sit	mattress
people	stand	guard
cows	eat	grass
that	have	commandments
that	sniff	bat
dog	smell	bat
elephants	greet	other
man	hold	drink
group	drink	beer
chip	deliver	van
man	hold	drink
three	cow	black
cows	eat	grass
man	wear	tie
elephants	touch	other
elephants	go	nose
cart	fill	train
dog	examine	something
guy	have	hands
train	belch	smoke
man	play	frisbee
dog	look	window
tie	say	fish
that	have	papers
woman	hold	umbrella
woman	hold	umbrella
truck	load	train
man	play	frisbee
that	come	river
kitten	paw	image
who	catch	frizzebe
we	see	picture
man	throw	frisbee
engine	emit	smoke
cat	place	paw
that	have	tables
people	get	meal
teddy	bear	cake
man	walk	street
herd	cross	river
kitten	poke	paw
person	brush	teeth
woman	tow	luggage
cat	have	intention
men	hold	awards
man	ride	elephant
person	hold	umbrella
that	read	tie
person	brush	teeth
woman	read	book
group	cross	river
man	ride	bike
woman	have	suitcase
woman	throw	frisbee
people	have	fun
train	drive	tracks
table	have	suitcases
deck	have	plenty
surfer	launch	dog
train	approach	signal
train	drive	tracks
man	hold	frisbee
lady	ride	back
all	hold	umbrellas
group	help	elephants
dog	ride	wave
woman	pat	elephant
man	hold	handsaw
people	hold	riding
they	tow	car
doctor	hold	saw
boy	throw	frisbee
elephant	enjoy	drink
truck	transport	truck
cat	stare	eyed
people	pet	elephant
photo	show	someone
cow	get	milk
woman	hold	umbrella
people	train	them
elephant	give	bath
cat	wear	tie
wharehouse	accomodate	array
elephant	chase	dog
man	wear	suit
man	wear	jacket
vehicle	display	plate
man	wear	suit
that	read	milk
elephants	cross	tusks
elephants	wrap	trunks
elephants	eat	leaves
men	wear	hardhats
that	read	georgetown
elephants	face	other
man	wear	tie
stop	sign	sign
man	fix	tie
truck	display	car
that	display	picture
photo	have	city
that	have	lights
cat	watch	picture
president	walk	building
men	ride	elephants
girl	put	flower
boys	ride	elephants
i	see	them
woman	eat	pizza
girl	pin	bouttoniere
cat	wear	hat
red	ride	tracks
one	find	residents
person	hold	bottle
cow	get	milk
umbrella	block	sun
woman	hold	animal
both	hold	umbrellas
that	block	sun
people	do	tricks
man	have	frisbee
collage	show	sets
man	throw	frisbee
photo	show	truck
truck	pull	crate
man	lead	cow
stickers	decorate	briefcase
people	ride	elephants
who	sport	ribbon
all	poke	heads
boat	make	waves
cat	lay	papers
cat	observe	dishwasher
man	shake	hands
men	shake	hands
meters	line	street
man	show	muscles
cat	lick	doughnut
cat	use	laptop
one	hold	luggage
men	shake	hands
woman	hold	purse
that	use	trunk
woman	hold	umbrella
man	walk	path
that	sniff	something
