subject,predicate,object,image_id
man,ride,surfboard,364126
that,sell,bananas,125936
woman,play,game,261535
man,watch,waves,187362
man,ride,surfboard,364126
boards,adorn,windows,74200
surfboards,line,windows,74200
woman,play,game,65736
who,hold,racket,261535
players,have,confrontation,162732
bride,cut,cake,482275
player,hit,ball,65736
he,catch,wave,515350
player,lift,skirt,261535
woman,hit,ball,65736
surfer,take,spill,220584
surfer,lose,balance,220584
woman,play,game,551215
male,surfer,skills,437331
bear,watch,player,463802
person,ride,wave,437331
man,ride,wave,437331
one,have,sprinkles,109798
guests,mess,room,329080
player,show,excitement,361147
females,hold,donuts,341973
who,brush,teeth,500565
player,hold,racket,223959
person,ride,surfboard,390246
child,brush,teeth,500565
surfer,ride,end,320696
man,hold,surfboards,5193
teams,kick,ball,438862
man,hold,surfboards,5193
man,make,splash,191672
woman,ride,wave,404805
man,ride,wave,191672
man,hold,knife,263969
couple,cut,cake,263969
woman,consider,waves,59635
woman,surf,wave,404805
person,surf,wave,148739
men,play,soccer,438862
people,carry,surfboards,59635
table,have,meat,561465
bride,cut,cake,263969
man,ride,waves,567011
man,ride,surfboard,27972
plate,have,pizza,511453
woman,brush,teeth,445999
greens,dry,tomatoes,555412
machine,make,bagels,535523
wild,ride,waves,230819
man,present,cake,391722
baby,hold,toothbrush,311394
surfer,ride,wave,230819
surfer,catch,wave,230819
man,hand,cake,391722
person,hold,hand,137106
girl,brush,teeth,445999
that,have,food,173004
person,do,trick,51938
child,hold,toothbrush,311394
woman,hold,racket,327617
baby,hold,toothbrush,311394
girl,brush,teeth,445999
woman,play,game,498032
that,hold,book,551439
woman,raise,torch,498032
man,ride,surfboard,122672
who,perform,trick,456303
snowboarder,do,flip,456303
man,swinge,racket,64718
woman,inspect,features,383838
boy,ride,wave,471756
he,ride,board,471756
man,hold,paddle,112298
man,lift,weight,112298
bed,have,pillows,468245
oven,contain,dish,344795
surfer,ride,wave,378116
man,wear,robe,170191
toddler,brush,teeth,175251
boy,brush,teeth,175251
plates,have,food,108253
that,have,toothbrush,175251
that,have,sandwich,432085
that,have,racquet,274411
surfer,surfs,wave,252701
man,ride,board,252701
people,play,match,372577
girl,play,tennis,274411
players,shake,hands,76468
fryer,have,rows,254016
that,hold,lot,254016
players,shake,hands,76468
people,shake,hands,76468
that,have,pieces,232489
that,have,kinds,405195
that,have,sandwich,167572
sandwich,have,meat,417608
woman,watch,her,179487
table,have,sandwich,417608
women,hand,cake,517056
man,serve,ball,88970
people,eat,pizza,474167
person,ride,wave,51976
boy,blow,candles,180101
that,sit,plate,526197
that,serve,ball,88970
that,have,prices,526197
person,hold,pastry,475064
guy,do,tricks,37689
some,do,nuts,449312
women,sell,cakes,300276
she,hit,pall,551215
surfer,reach,peak,263403
baker,place,goods,231125
that,have,socks,536038
woman,read,something,536038
that,miss,slice,163611
woman,sit,pizza,336356
girl,eat,slice,361238
surfer,ride,wave,224222
guys,catch,waves,224222
friend,wave,oceans,224222
man,hold,child,468332
chair,have,pillow,416534
man,play,tennis,183391
surfer,do,trick,532481
people,hold,controls,512657
headphones,play,game,345252
who,hold,girl,468332
people,play,game,512657
snowboarder,do,trick,23359
person,snowboard,slope,426376
person,hold,hands,426376
surfers,catch,waves,332351
man,ride,wave,579635
surfer,ride,waves,579635
bride,cut,cake,350679
surfer,ride,wave,393056
group,ride,waves,332351
that,say,8:25,551780
person,ride,wave,210915
person,ride,wave,441286
man,ride,wave,210915
man,surf,wave,50943
person,prepare,surfboard,193674
person,ride,wave,50943
surfer,ride,wave,441286
man,play,tennis,237071
man,play,game,237071
vendor,serve,hotdog,210230
woman,put,dog,210230
that,have,lot,422886
boy,ride,wave,389197
boy,hold,control,96493
man,stuff,dog,422886
boy,ride,board,389197
that,have,scarf,563758
bear,have,handkerchief,563758
man,hold,plate,296222
people,play,game,75612
kid,wear,blanket,96493
man,open,box,248400
kid,hold,box,323355
boy,hold,pizza,323355
that,have,tinfoil,465430
child,hold,box,323355
i,want,pizza,197022
person,do,trick,491130
couple,play,games,320642
group,get,food,250901
he,get,ball,19432
couple,surround,sandwich,250901
that,have,lot,250901
man,surf,wave,376206
he,finish,meal,334417
boy,bounce,ball,177065
player,throw,ball,376900
hotel,have,tv,442323
plates,have,tortillas,138241
table,hold,items,180878
man,ride,wave,376206
dish,sit,glasses,242060
instructor,teach,students,410456
couple,walk,shoreline,364557
husband,take,pictures,363207
table,have,arrangement,467315
people,have,boards,410456
photographer,take,photos,363207
person,prepare,dog,523807
that,have,ketchup,523807
skateboarder,do,trick,253819
boys,enjoy,pizza,201426
player,play,tennis,885
sandwich,feature,portion,197004
woman,return,volley,885
egg,top,pizza,357903
man,hold,racket,342128
skateboarder,do,jump,253819
man,offer,slice,18150
person,show,racket,342128
man,carry,surfboard,395903
jacket,hold,racket,342128
that,hold,surfboard,395903
man,watch,tv,494913
man,hold,racket,342128
that,have,something,287959
person,watch,tv,494913
people,bring,boat,160728
bread,have,meat,287959
couple,kick,ball,577864
busuit,have,piece,197004
boys,play,soccer,567640
skateboarder,do,tricks,67310
he,perform,stunt,67310
case,show,sandwich,393014
player,hit,ball,463174
bunny,hold,brush,521405
that,have,brush,521405
mens,double,tournament,541123
man,use,board,302990
woman,feed,food,534041
men,play,match,541123
woman,feed,toddler,534041
woman,hit,ball,463174
people,play,tennis,541123
people,play,game,541123
him,eat,dog,534041
man,play,game,79969
woman,eat,dogs,513567
boy,grip,ball,474028
women,eat,dogs,513567
woman,hold,fork,292024
that,ski,field,322724
women,eat,dogs,513567
player,serve,ball,152686
that,have,plates,35682
someone,order,piece,206027
youth,hold,ball,474028
man,swinge,racket,152686
it,have,blood,190648
that,have,fruit,276434
man,play,tennis,152686
that,hold,phone,42528
that,play,wii,13729
that,cut,cake,276434
group,play,wii,13729
woman,play,tennis,32081
boy,ride,skateboard,187990
women,play,wii,371749
boy,chase,skateboarder,256868
that,have,toppings,548555
man,ride,wave,7278
man,film,boarder,256868
group,cut,cake,462371
person,eat,food,331817
girl,put,hand,290163
snowboarder,do,trick,217872
men,enjoy,pizzas,156076
diners,enjoy,sandwiches,279730
woman,swing,racket,32081
guy,show,prowess,574520
he,hold,skateboard,180135
bed,carry,sheets,51738
that,hold,toothbrush,193348
child,brush,teeth,193348
man,have,injuries,354307
man,have,cuts,354307
kid,brush,teeth,193348
woman,hold,racket,394559
that,brush,teeth,193348
that,hold,variety,345469
player,swing,racket,143572
heart,shape,cakes,128476
that,return,ball,143572
man,rest,head,354307
man,hit,ball,143572
box,contain,donuts,148957
bride,cut,cake,92939
that,eat,pizza,209530
couple,cut,cake,92939
box,contain,donuts,148957
that,hold,tray,24567
man,hold,patter,24567
person,make,sandwich,422998
they,ski,mountain,407650
that,have,one,502737
man,ride,wave,121673
he,play,game,575081
that,have,food,422998
woman,swinge,racquet,521717
that,play,game,575081
teams,play,soccer,214539
woman,prepare,sandwich,422998
kid,do,trick,176799
people,have,surfboards,515445
person,prepare,sandwich,422998
person,hold,cookie,502737
woman,hold,device,521717
boy,play,game,575081
person,ride,ramp,176799
that,have,tv,121586
that,have,ramp,176799
group,play,game,420069
blanket,hold,remote,96493
that,have,cream,345941
kid,show,pizza,248400
people,select,donuts,529122
man,eat,dog,420281
man,eat,doughnuts,69224
man,surf,wave,190007
man,ride,wave,190007
people,eat,doughnuts,69224
people,ride,surfboards,295316
woman,pick,sweets,529122
people,ride,waves,295316
pizza,include,ingredients,179214
images,show,table,396526
who,ride,wave,295316
store,make,doughnuts,450399
surfer,ride,wave,516318
man,eat,hotdog,420281
who,put,dog,420281
man,do,tricks,187585
boy,ride,bowl,187585
woman,ride,wave,535858
boy,eat,holes,99810
cookie,have,fruit,89670
woman,take,picture,226147
that,have,cake,89670
man,hold,parasail,312489
men,hold,surfboard,312489
trio,drink,wine,402720
who,take,picture,226147
group,drink,wine,402720
man,ride,surfboard,183127
wave,carry,surfer,183127
man,surf,wave,183127
surfer,ride,face,183127
that,have,doughnuts,322211
bed,have,controls,430286
lady,hold,controller,383842
woman,hold,tennis,475191
lady,use,controllers,383842
people,ride,wave,523033
that,have,wii,383842
group,play,soccer,398203
boarders,run,track,523957
racket,leave,arm,126137
that,eat,kind,47801
woman,hold,controller,383842
man,hold,racquet,1490
a,make,table,140076
boards,towel,chairs,16451
that,have,table,1993
room,have,table,140076
that,have,vase,140076
guy,surf,wave,482735
that,have,lady,195842
surfers,catch,waves,43435
player,swinge,racket,126137
man,play,tennis,55950
man,hold,plate,239717
man,make,volley,55950
surfers,ride,waves,43435
that,have,food,527784
men,ride,surfboards,43435
man,throw,ball,444142
man,carry,bag,63047
group,serve,pizza,376093
man,play,boxing,195842
group,eat,pizzas,376093
girl,hold,racket,117744
surfers,ride,waves,43435
girl,hold,racket,117744
man,hold,racket,321790
fancy,color,toothbrush,365385
that,hold,racket,321790
that,have,stove,458663
group,get,food,376093
person,eat,pizza,27696
skier,approach,bar,51938
man,play,tennis,238013
child,brush,teeth,175251
man,hold,racket,382009
that,have,racket,273760
that,have,guy,341196
person,ride,waves,341196
man,reahce,arms,388215
man,hold,bat,510095
trade,show,visitors,448076
man,hold,bat,510095
spectators,play,game,39405
team,return,volley,39405
players,play,couples,39405
crowd,fly,kites,299553
match,take,place,39405
man,hold,controllers,201646
tv,have,pictures,479248
clock,display,time,67896
that,have,sign,349678
towel,cover,tv,39477
kid,point,camera,259597
that,have,nothing,132329
pizza,have,slices,357430
boy,record,performance,259597
children,share,laptop,529148
children,use,laptops,529148
people,fly,kite,494759
door,have,papers,135561
woman,help,boy,529148
cabinet,have,assortment,415716
that,have,patterns,157046
batter,hit,ball,196141
hand,hold,tag,157046
hand,point,remote,157046
player,swing,bat,304404
that,have,clock,425925
you,see,bedroom,415741
man,place,item,137294
man,swinge,bat,447187
gentleman,remove,food,137294
people,have,fun,312237
sets,hold,phone,213035
group,fly,kites,224664
pitcher,launch,ball,447187
men,hold,phones,213035
people,bump,phones,213035
birds,roll,beach,224664
microwave,have,board,577584
man,fly,kite,124442
boy,swinge,bat,414673
girls,pay,game,182155
girls,play,wii,182155
girl,play,system,578489
boy,play,baseball,414673
group,play,wii,578489
that,come,oven,32038
monitor,show,image,186282
man,use,laptop,492110
snow,cover,street,43737
man,run,bases,506707
children,fly,kite,256775
girl,play,game,578489
girls,play,game,182155
plate,top,chicken,8277
clock,mark,position,43737
room,utilize,stove,568710
people,play,tennis,292225
people,play,tennis,292225
clock,show,time,216419
chef,pull,pizza,424349
girl,use,control,107339
everyone,use,devices,89648
man,prepare,food,246436
girls,play,tennis,292225
that,feature,buildings,290179
person,slice,pizza,246436
guest,enjoy,himself,167486
man,serve,ball,119995
player,play,tennis,119995
women,play,singles,292225
player,stick,hand,193743
man,hold,hand,193743
people,play,tennis,292225
woman,throw,ball,37988
children,make,pizzas,146457
man,play,tennis,171788
woman,give,bottle,397354
player,serve,ball,37988
girls,make,pizzas,146457
corner,have,clock,168330
boy,make,pizzas,146457
men,play,game,325483
that,have,clock,400922
athletes,play,game,302107
women,play,baseball,370270
that,have,clock,164363
screen,have,colors,186282
women,play,ball,370270
pair,play,games,325483
room,paint,red,31735
men,play,game,325483
room,paint,beige,139684
people,play,baseball,276804
woman,play,game,532690
wall,have,clocks,156292
woman,crochet,case,343706
crowd,fly,kites,527528
child,have,helmet,158227
clock,show,time,164363
women,bake,turkey,280918
hand,hold,cover,343706
woman,have,smartphone,343706
officer,use,phone,383289
room,witj,couch,139684
man,fly,kite,7511
that,fly,plane,511647
guy,show,guy,556193
people,play,game,257370
woman,hold,slice,58350
display,form,centerpiece,7818
men,hold,controllers,556193
people,play,game,257370
man,fly,kite,7511
animal,depict,bear,106330
people,fly,kite,7511
kids,play,baseball,257370
man,fly,kite,511647
people,play,game,257370
that,play,game,455937
men,play,game,556193
boy,swing,bat,370375
hand,hold,smartphone,450686
hand,hold,iphone,450686
player,hit,ball,302107
tower,have,pole,541952
hand,hold,iphone,450686
player,swinge,bat,302107
player,set,racket,407646
man,hold,phone,341828
it,display,message,499266
statue,hold,kite,23751
side,have,clock,76211
that,have,windows,31735
people,fly,kites,288430
woman,examine,cellphone,581317
woman,point,drier,384136
person,fly,kite,511647
man,eat,talking,341828
woman,check,phone,119516
woman,stand,something,261061
look,telegraphs,error,407646
boy,have,helmet,370375
crowd,watch,try,429690
that,have,room,570456
that,include,laptop,376264
man,hold,bat,182021
woman,brandish,dryer,384136
woman,hold,dryer,384136
kitchen,have,cabinets,446005
who,hit,ball,407646
group,fly,kites,163057
player,hit,ball,223738
space,include,kettle,376264
that,have,tree,573094
man,hit,baseball,429690
women,take,turkey,280918
man,check,phone,411754
clock,tell,time,175438
woman,play,game,452515
men,walk,directions,249180
70s,theme,room,458410
woman,take,portrait,179112
pen,sit,side,64574
man,have,face,164883
people,fly,kites,163057
children,play,baseball,457884
woman,take,portrait,179112
people,fly,kites,405279
woman,take,picture,179112
sign,advertise,room,162035
sign,have,bear,162035
player,take,swing,223738
ladies,take,turkey,280918
players,play,baseball,872
couple,play,baseball,872
woman,throw,ball,452515
people,fly,kites,193245
group,fly,kites,193245
cameras,capture,player,452515
girl,play,game,559543
tower,have,vane,295797
girl,play,videogame,559543
steeple,have,piece,295797
baby,hold,poles,398237
man,fly,kite,577959
man,poke,head,552775
she,have,something,194716
boys,play,game,457884
vase,hold,arrangement,31050
cup,hold,scissors,550322
that,hold,ben,528578
people,fly,kites,163057
that,chew,something,194716
man,play,game,471893
man,play,game,471893
man,hold,controllers,471893
player,cross,plate,62355
guy,hold,bat,86956
room,have,balloons,14038
women,play,game,215259
it,have,mouse,335658
player,take,stance,216296
boy,carry,animal,50638
child,hold,controllers,489611
lady,wear,dresses,478420
woman,eat,pizza,240250
person,hold,piece,255483
she,down,piece,240250
group,fly,kites,293200
boy,have,hairbrush,60899
that,have,clock,343149
players,look,plate,217285
player,swinge,arm,474078
that,have,rocks,298904
player,swinge,bat,474078
someone,operate,mouse,524456
pitcher,throw,baseball,311002
that,have,clock,437110
group,fly,kites,570756
boy,play,wii,144984
people,fly,kites,407868
people,use,glides,570756
man,fly,kite,407868
people,fly,kites,570756
tower,display,clock,245173
boy,play,game,144984
area,feature,couch,277197
men,play,games,506178
student,show,phone,119365
people,fill,area,77460
people,fly,kits,77460
man,fly,kite,407868
person,dry,hair,501368
person,press,button,144784
building,have,tower,79588
batter,take,swing,279774
man,play,tennis,390902
girl,fly,kite,159399
woman,fly,kite,447314
batter,await,pitch,98287
mother,fly,kite,447314
group,play,baseball,98287
player,swinge,bat,279774
woman,hold,phone,119365
people,fly,kite,447314
woman,fly,kite,447314
wall,mount,clock,331317
men,play,game,416451
case,hold,feathers,512403
man,answer,phone,273420
that,read,8:29,217425
clock,read,2:30,331317
hart,shape,sculpture,285349
heart,shape,jar,285349
slices,garnish,topping,159112
man,take,photo,545100
pitcher,throw,ball,531135
players,cub,teams,447088
child,eat,food,530061
you,see,shadows,331317
man,take,video,545100
woman,have,headphones,537991
boy,hang,kites,235778
man,photograph,city,545100
woman,show,something,174371
people,fly,kite,14439
women,play,game,293625
girls,play,system,293625
that,include,tomatoes,340015
that,replace,numbers,256407
man,play,tennis,261097
player,practice,swing,89296
man,use,laptop,232684
woman,hold,phone,1296
woman,hold,cellphone,1296
building,have,tower,57725
man,hold,phone,345397
that,include,cellphone,348481
man,take,pictures,345397
girl,hold,her,1296
you,hunky,player,248112
women,use,phone,229216
that,have,clock,111179
person,play,tennis,248112
man,swinge,racket,248112
room,have,television,195754
man,throw,ball,205105
player,serve,ball,205105
image,have,clock,7888
that,have,computer,27620
station,have,ceiling,106563
woman,hold,racket,449579
woman,play,tennis,449579
girl,hold,brush,66886
girl,brush,hair,66886
woman,play,games,515077
that,play,movie,515077
vase,hold,flowers,555972
girl,grab,hair,66886
man,hold,phone,345356
boy,swing,bat,548339
males,have,cellphone,345356
sofa,have,people,115870
teammates,take,swings,160864
woman,hold,parts,224675
person,play,game,454067
refridgerator,have,things,537672
computer,display,screen,63602
that,reflect,room,537672
woman,put,kite,224675
room,have,couch,31248
woman,play,games,454067
someone,play,game,454067
plate,have,bread,170595
girl,wear,belt,209753
player,grab,ball,384670
group,fly,kites,459809
people,fly,kites,468965
people,enjoy,games,471789
bear,stuff,animal,322844
person,hold,device,462643
players,watch,batter,388056
people,fly,kite,471789
woman,take,picture,151000
one,have,flowers,51326
room,have,couches,232088
one,have,flowers,51326
man,hold,bat,136915
some,window,tables,233825
player,swinge,bat,281409
that,have,light,508312
woman,play,game,445792
room,have,furniture,540962
hand,hold,cd,181499
that,have,oven,508312
that,hold,phone,52413
someone,hold,phone,52413
man,hit,ball,261732
that,read,handle,355610
umpire,officiate,game,458045
that,holdng,racket,161861
boy,swing,bat,458045
kid,play,game,410510
players,play,baseball,95862
group,play,game,474021
lady,play,game,563470
images,show,preparation,410735
someone,hold,kite,47740
that,have,figures,246308
room,have,windows,405970
man,para,glides,15660
man,hold,strings,263679
person,observe,them,468501
windsurfer,watch,people,15660
that,have,bunch,322895
that,show,vase,415238
friends,have,time,468501
people,play,game,468501
group,fly,kites,143068
boy,hit,ball,39951
girl,watch,laptop,51610
microwave,close,clock,269866
women,play,game,185890
man,fly,kite,432898
chrome,color,toaster,269866
laptop,have,player,553664
that,have,clock,7888
who,play,games,518770
four,side,clock,7888
bears,have,crowns,370900
that,sell,bears,474293
man,blue,kite,432898
woman,show,pizza,306700
lady,hold,pizza,306700
woman,show,pie,306700
people,have,meeting,465822
that,record,meeting,465822
room,have,fireplace,367569
woman,hold,drink,22705
she,hold,glass,22705
group,play,games,411817
boy,hold,controller,229111
woman,hold,flute,22705
who,play,tennis,343218
man,use,pair,5001
kitchen,have,fridge,57238
someone,hold,bear,12670
male,take,pictures,302882
students,check,phones,537270
man,take,selfie,302882
player,hit,ball,25424
man,fly,kite,289960
people,search,phones,537270
woman,hug,mouse,322944
man,take,photo,302882
man,take,selfie,302882
one,own,bear,12670
who,take,picture,302882
woman,use,phone,6771
room,have,table,340175
man,fly,kite,289960
hands,hold,silverware,312192
people,play,game,440184
that,have,pizza,312192
a,double,match,440184
vase,hold,flowers,132375
group,fly,kites,163117
gold,trim,clock,392228
people,fly,kites,163117
man,hold,stuff,158744
everyone,see,it,170116
person,hold,cellphone,112997
man,hold,bat,248752
men,play,games,300341
that,wear,mask,253433
women,play,tennis,12120
friends,play,other,300341
hand,hold,cellphone,112997
men,play,console,300341
building,have,clock,322968
that,hold,kind,112997
that,have,clock,246522
that,have,bear,70229
phone,have,features,334977
group,eat,pizza,208363
all,eat,pizza,208363
players,play,baseball,54593
woman,play,tennis,504389
players,play,baseball,383384
that,read,pub,214224
vendor,have,lots,434230
images,form,picture,492905
tray,have,pastry,192904
kid,swinge,bat,54593
people,enjoy,themselves,82688
person,hold,racket,199310
man,show,kite,357888
man,hold,object,357888
tower,have,clock,113867
room,have,bookcase,379441
desk,have,monitors,371677
desk,have,monitors,195918
kid,hold,stick,305309
boys,play,baseball,305309
room,contain,bookshelf,379441
that,have,picture,53909
that,have,clock,427055
individual,do,something,160556
boy,hit,ball,311928
being,do,something,425227
people,fly,kite,425227
person,take,photo,53909
guy,play,wii,109313
people,play,game,82688
individual,have,time,565853
somebody,leave,top,379441
man,play,wii,109313
man,take,picture,120420
individual,do,something,120420
device,display,message,332570
room,have,guitars,104666
all,use,phones,399205
group,have,meal,85157
lady,ride,bike,125572
people,fly,kites,74646
desk,have,laptops,507575
classroom,have,letters,371699
woman,serve,ball,127270
girls,play,games,465549
man,hold,controllers,156924
man,play,game,156924
pair,play,game,465549
woman,use,phone,281687
kerttui,show,12:44,140929
people,play,game,465549
man,walk,beach,74646
man,play,videogame,156924
that,have,people,74646
game,take,place,359540
people,play,tennis,187734
man,play,games,156924
room,have,couch,47769
river,have,buildings,506004
that,have,television,395701
woman,try,fit,357978
boy,play,tennis,323496
player,swinge,bat,359540
person,water,plants,86582
man,play,game,468954
that,have,sculptures,429530
man,fly,kite,199395
people,hold,kites,236599
people,watch,parasailing,199395
each,hold,pizza,256916
bear,hold,stick,328030
group,fly,kites,236599
man,hold,bat,474344
bear,hold,stick,328030
girl,fly,kite,367228
man,fly,kite,367228
help,get,kite,39914
woman,fly,kite,367228
boy,fly,kite,579307
who,hold,kite,579307
person,hold,smartphone,300039
who,hold,bat,474344
that,have,food,222455
boy,fly,kite,130586
he,fly,kite,130586
woman,take,picture,300039
man,throw,ball,269121
one,fly,kite,357238
man,hold,door,213086
that,fly,kite,357238
person,fly,parasol,357238
woman,use,laptop,325838
man,help,player,259690
man,help,athlete,259690
woman,prop,computer,325838
who,hold,bat,259690
player,play,tennis,236426
player,grab,bat,415727
player,eye,ball,438876
that,have,tower,344614
that,have,furniture,13923
feet,leave,ground,236426
pizza,miss,slice,160012
that,hit,ball,60507
bear,sit,group,219283
people,fly,kites,305317
room,feature,furniture,13923
people,fly,kites,305317
who,fly,kites,305317
player,hit,ball,60507
that,have,rack,35326
room,have,couches,367386
room,feature,colors,367386
fridge,have,eggs,28452
bunch,hold,kites,305317
refrigerator,have,drink,28452
men,use,all,324258
people,play,game,324258
men,carry,kite,478721
father,take,selfie,546475
that,carry,kite,478721
people,play,games,36936
backsplash,cover,wall,35326
man,hold,cellphone,506933
man,hold,iphone,506933
that,have,computers,148620
desk,have,monitors,465718
someone,make,drink,536073
that,play,tennis,182923
man,hit,ball,412286
that,have,walkway,377393
that,hold,baby,546475
people,fly,kites,530470
woman,peak,pile,459954
room,have,posters,171740
legs,propel,her,182923
that,have,clock,312263
tower,feature,walkway,243034
woman,strike,ball,90284
building,have,tower,414676
photo,show,ways,308587
tower,line,pool,243034
man,hold,child,356248
sign,have,letter,214224
owner,use,laptop,290843
that,have,collar,14007
that,hold,kite,576654
who,hold,parachute,576654
boy,swinge,bat,320490
building,have,clock,101884
keyboard,have,objects,321118
screen,display,image,46031
boy,swinge,bat,320490
player,hold,bat,507223
cathedral,have,clocks,526256
player,approach,plate,507223
desk,have,monitors,255165
that,show,view,482487
room,have,flight,579970
teddy,bear,clothing,211120
closeup,show,chair,321333
man,hold,cellphone,553731
that,have,refigeratator,168593
that,have,kind,529528
girl,play,game,27186
girl,play,game,27186
girls,play,game,404839
boys,read,books,73533
that,have,clock,402334
gentlemen,hold,kite,514797
that,have,clock,519522
that,have,couches,578500
man,make,face,391140
that,have,vegetables,320706
man,swing,glider,514797
man,hold,crust,224337
room,paint,color,578500
man,hit,ball,5586
he,hold,piece,224337
that,have,couple,492758
boy,play,game,391140
room,have,walls,578500
man,give,thumbs,203629
room,have,wall,578500
that,have,plates,17714
that,have,food,410487
room,show,glimpse,578500
wall,surround,graveyard,120572
that,have,clock,120572
clock,have,name,150930
which,have,atm,430048
woman,take,notes,147415
that,read,atm,430048
man,stir,something,473869
man,hold,bowl,473869
woman,play,tennis,427997
pair,fly,kite,67406
man,swinge,racket,248616
who,take,bath,508730
that,have,food,426253
that,have,items,513688
people,fly,kite,471789
player,swing,bat,281409
girls,play,wii,107339
kneels,prepare,kite,93261
person,hold,cd,181499
people,fly,kite,468965
player,take,swing,203931
people,fly,kites,163057
people,fly,kites,163057
man,use,chopsticks,25386
he,hold,baby,356248
baby,get,haircut,297562
shop,get,haircut,297562
group,have,meal,151820
men,hold,glasses,418062
vase,hold,tulips,407403
man,do,toast,32334
man,toast,glasses,32334
building,have,pole,153782
man,wear,scissors,500716
bartender,open,bottle,25394
man,pour,glass,541773
guests,enjoy,glass,541773
man,take,picture,334309
man,take,photograph,334309
fence,have,bear,549136
that,open,bottle,25394
bartender,open,bottle,25394
that,have,teeth,286660
woman,hug,bear,286660
bear,wear,teeth,286660
woman,hold,animal,286660
that,include,chicken,181796
man,pour,drink,417632
that,have,plates,305609
person,open,package,251824
person,remove,packaging,251824
someone,open,product,251824
person,remove,object,251824
that,include,hashbrowns,305609
children,have,snack,484351
hand,paint,urn,262631
that,include,corn,210520
pole,have,clock,58655
table,have,flowers,210520
boy,ride,bike,411938
children,enjoy,meal,336053
vase,have,rose,376478
that,eat,food,157767
woman,lick,lips,297084
woman,catch,guard,297084
woman,eat,meal,297084
girls,hold,bear,57150
vase,have,flowers,512194
teddy,bear,one,174018
one,wear,shirt,174018
girls,cook,asparagus,512929
girls,cook,beans,512929
bears,lay,side,174018
diners,enjoy,beverages,546219
that,include,shrimp,559513
downward,angle,picture,496571
styrofoam,flip,container,386134
that,have,flowers,372718
child,hold,bowl,578871
woman,sit,table,356531
plate,fry,eggs,347335
men,enjoy,wine,146155
box,contain,breakfast,452084
that,hold,animal,435205
bowl,have,soup,105335
she,make,cigars,368294
women,have,glass,70739
group,gather,glass,238410
they,hold,glasses,70739
who,hold,glasses,70739
that,have,plate,66706
pizza,have,plates,173371
plate,have,bowls,5600
table,have,burners,21465
people,eat,meal,338905
shelf,hold,vases,21465
unit,have,cups,21465
lunch,include,drink,173091
men,eat,breakfast,363666
group,share,meal,31296
that,have,flowers,168458
man,pour,glass,180751
man,pour,types,180751
that,pour,glass,180751
he,have,food,368752
that,have,hand,257169
person,hold,dryer,257169
woman,hold,dryer,257169
bear,sit,side,522638
group,read,menu,376322
bear,share,picture,522638
that,have,ribbon,189436
people,hold,glasses,85089
hands,toast,glasses,85089
that,hold,glasses,85089
that,have,food,541634
that,have,bowl,541634
